geoid,name,total_population,prop_less_than_hs,prop_hs_grad,prop_some_college_associates,prop_bachelors_higher,prop_18_to_24,prop_65_years_older,prop_white,prop_black,prop_hispanic,poverty_rate,unemployment_rate,male_ratio_per_100_females,median_age,median_income,gini,median_housing_costs,prop_foreign_born_citizen,prop_undocumented,land_area,population_density
13021,"Bibb County, Georgia",153200,0.14244650271478762,0.3054615138933248,0.4918556371766209,0.06023634621526669,0.10218668407310705,0.1516710182767624,0.4018864229765013,0.5444190600522193,0.032545691906005224,0.23832245430809398,0.07150453823627967,88.5,36.4,41334,0.52,843,0.03326370757180157,0.015509138381201045,255.17,600.3840576870322
13023,"Bleckley County, Georgia",12807,0.08206278026905829,0.34798206278026905,0.5565022421524664,0.013452914798206279,0.17412352619661123,0.17654407745764036,0.6992269852424455,0.2750058561724057,0.02959319122354962,0.15788240805809323,0.06204756980351603,89.6,35.8,48174,0.4415,614,0.019130163192004373,0.008120559069258999,219.14,58.44209181345259
13025,"Brantley County, Georgia",18756,0.29869281045751633,0.3686274509803922,0.23398692810457516,0.09869281045751634,0.08157389635316699,0.16037534655576882,0.9388995521433141,0.03524205587545319,0.02233951802089998,0.1948176583493282,0.057596685082872925,96.2,41.1,38857,0.4322,593,0.016581360631264662,0.009596928982725527,447.44,41.91846951546576
13027,"Brooks County, Georgia",15590,0.22897196261682243,0.3364485981308411,0.4224299065420561,0.012149532710280374,0.0686337395766517,0.1888389993585632,0.5964079538165491,0.35946119307248237,0.059012187299550996,0.22450288646568314,0.08154636061612806,95.4,42,38285,0.5482,623,0.022129570237331624,0.017190506735086594,497.81,31.31716920110082
13029,"Bryan County, Georgia",37063,0.24805928016937193,0.33909668313338037,0.33415666901905433,0.07868736767819337,0.07646439845668186,0.10501038771820953,0.7700941639910422,0.14407900062056497,0.07079837034238999,0.12316865877020208,0.06388784846701268,99.4,34.6,72624,0.428,1292,0.043628416480047484,0.019426382106143593,454.54,81.53957847494169
13031,"Bulloch County, Georgia",76120,0.047037662833160736,0.1779582493050635,0.7252411838447702,0.049762904017005505,0.2410273252758802,0.11138991066736731,0.651353126642144,0.27909879138202837,0.039858118759852866,0.23481345244351023,0.08019815236310082,96.2,28.8,45550,0.4689,784,0.03210719915922228,0.020533368365738307,688.92,110.49178424200198
13033,"Burke County, Georgia",22520,0.2168234064785789,0.36311389759665624,0.3463949843260188,0.07366771159874608,0.0849911190053286,0.1502664298401421,0.48792184724689164,0.48063943161634104,0.03232682060390764,0.21882770870337478,0.0432794879609875,90.8,37.4,44151,0.447,562,0.023756660746003553,0.01380994671403197,835.06,26.9681220511101
13035,"Butts County, Georgia",24090,0.19539170506912443,0.49539170506912444,0.30921658986175116,0,0.09007887090078871,0.15388127853881278,0.6804898298048982,0.29024491490244914,0.03246160232461602,0.18949771689497716,0.048081738956225584,114.2,38.6,43471,0.5216,812,0.031174761311747613,0.019344126193441263,190.02,126.77612882854436
13037,"Calhoun County, Georgia",6365,0.39097744360902253,0.43609022556390975,0.17293233082706766,0,0.08358208955223881,0.15051060487038492,0.3398271798900236,0.6050274941084054,0.047446975648075415,0.18915946582875098,0.13243662700465597,157.3,39.6,34167,0.4748,544,0.04461901021209741,0.03519245875883739,283.59,22.444373920095916
13039,"Camden County, Georgia",53231,0.14045689019896831,0.46396462785556375,0.29491525423728815,0.10066322770817981,0.1274633202457215,0.12703124119404108,0.7301008810655445,0.18780409911517726,0.06731040183351807,0.1495557100185982,0.05962219598583235,106.8,32.8,56951,0.4535,980,0.04516165392346565,0.022017245589975767,782.52,68.02509840004089
13043,"Candler County, Georgia",10812,0.25275938189845476,0.39293598233995586,0.3211920529801324,0.033112582781456956,0.08379578246392896,0.17480577136514983,0.6698113207547169,0.2536995930447651,0.11773954864964854,0.29975952645209025,0.05184705119896306,97.6,38.7,33736,0.5252,590,0.05170181280059193,0.04800221975582686,248.85,43.447860156720914
13045,"Carroll County, Georgia",117183,0.13949468085106384,0.3047872340425532,0.5176196808510638,0.03809840425531915,0.1283462618297876,0.1335517950555968,0.7468574793272061,0.19340689349137674,0.06890931278427759,0.1674133620064344,0.07062839138806232,94.8,34.8,53737,0.428,874,0.040270346381301045,0.028314687283991707,503.86,232.57055531298377
13047,"Catoosa County, Georgia",66700,0.16091739697930263,0.39511467462241284,0.38597799738952077,0.05798993100876375,0.0804047976011994,0.17218890554722638,0.9233433283358321,0.02244377811094453,0.030164917541229384,0.09769115442278861,0.04161053276178812,92.2,40.4,56235,0.4179,833,0.022803598200899552,0.011904047976011994,162.67,410.03258129956356
